category,datetime,headline,id,image,related,source,summary,url
company,1767188114,10 Information Technology Stocks With Whale Alerts In Today's Session,138501134,https://cdn.benzinga.com/files/images/story/2025/11/06/aggregated_options_2.jpg?width=2048&height=1536,AAPL,Benzinga, ,https://finnhub.io/api/news?id=8f07aa862e777d263ab8f01587d46ac489fde94897d58ca0e35a9c498973c129
company,1767187200,"The 5 Best Stocks to Play AI in 2026, According to Wall Street’s Loudest Tech Bull",137950020,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Wedbush Securities analyst Dan Ives, known for his colorful attire and ultra-positive coverage of tech stocks, has ranked his top names linked to the artificial-intelligence trade as Wall Street gears up to head into 2026.  While  Nvidia  —the leading supplier of semiconductors for an “AI revolution” that Ives says is just getting started—remains a winner in tech, Wedbush’s report focused on other players in the space.  One name is  Microsoft  The company, known best for its Windows operating system, Microsoft Office suite, and Xbox videogame consoles, has pushed increasingly into artificial intelligence.",https://finnhub.io/api/news?id=27cb0d4596993cc5aed1d47aa40580843da6b9700c9122ccdad05d9303896e04
company,1767186937,Warren Buffett Says Goodbye Today With 65% of Berkshire Hathaway in 5 of His Favorite Stocks,137950021,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Despite Warren Buffett’s departure, these five dividend stocks are likely to stay in the Berkshire Hathaway portfolio for decades to come.",https://finnhub.io/api/news?id=c1fbb21ae9f53fe794176f4f499b502535357a809b6354e32b7320611467f550
company,1767184182,Warren Buffett Exits Berkshire Hathaway: 3 Simple Rules To Copy Oracle Of Omaha,138694096,https://cdn.benzinga.com/files/images/story/2025/12/31/Warren-Buffett.jpeg?width=2048&height=1536,AAPL,Benzinga,Warren Buffett&#39;s investing style has been copied by many. Here are 3 simple rules investors can follow used by Buffett.,https://finnhub.io/api/news?id=e9e5ef310081e0430997c07163528a89814c48d655f10a92f77312f5f58559c5
company,1767183346,Stocks Decline Pre-Bell Ahead of Final Trading Session of 2025,137950022,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,The main US stock measures were trending lower in Wednesday's premarket activity as investors prepar,https://finnhub.io/api/news?id=a2af774b89afd2a0e70a79727d47500c60b77372c5648d3088731cff6a47ce6a
company,1767180610,Investors should reallocate Big Tech plays 'now.' Here's how.,137950023,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Steward Partners Global Advisory partner and managing director, Jason Bottenfield, joins Yahoo Finance Executive Editor Brian Sozzi to discuss how investors should be thinking about their investments in the artificial intelligence (AI) trade in 2026. To watch more expert insights and analysis on the latest market action, check out more Morning Brief.",https://finnhub.io/api/news?id=e1cfcf079542853c310406c89d4d9d5de3a5fdbf0bf42858d62ce29e0b35cfbe
company,1767180441,Wedbush Names Apple a Top AI Pick for the 2026 Market Cycle,137950024,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Apple's AI Bet Is Subtle. Some Analysts Think That's a Strength,https://finnhub.io/api/news?id=8702e181744541fbe146f0c5248f1054b5d911d869d52b5b87d3bf103dd073e6
company,1767180171,Apple Faces High Stakes in 2026 as AI-Powered Siri Launch Slips,137950025,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Company bets on next-gen voice assistant to reignite iPhone upgrade cycle.,https://finnhub.io/api/news?id=026b379bc582def668baeabd17f61857c6565db900a6d52ce819bf166db22020
company,1767178742,Nike Stock Jumps As Insider Bets Ignite Investor Confidence,138691503,https://cdn.benzinga.com/files/images/story/2025/12/31/nike-shutter2.jpeg?width=2048&height=1536,AAPL,Benzinga,Nike Inc (NYSE:NKE) shares are trading higher Wednesday following continued insider buying.,https://finnhub.io/api/news?id=2355e54ae62e0c85e127c7807ff57d568701fd69ae1cd230f329f3dc5b16557c
company,1767177300,A Japanese company you’ve never heard of walloped every major US company to become the best-performing stock of 2025,137950026,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Kioxia Holdings, a maker of memory chips, was “barely noticed” when it went public one year ago.",https://finnhub.io/api/news?id=6d2bd9352b0e4da005887ec3f4f8090acdabacb247706d9bbea178f46cf5beb7
company,1767177000,Warren Buffett Stayed True to His Ways in His Final Year as Berkshire CEO,137950027,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Buffett spent the year eschewing expensive deals, selling more stocks than he bought, and adding to the company’s cash pile.",https://finnhub.io/api/news?id=1cadf025f8cad0a321edf7c8beae625faa2a30c3542bec81c45a065e62bbc3e7
company,1767171352,"Nike shares move higher on big insider purchases by CEO Elliott Hill, director Tim Cook after down year",137949929,https://image.cnbcfm.com/api/v1/image/108231692-1764079951368-gettyimages-2247838436-US_HOLIDAY_SHOPPING.jpeg?v=1767197802&w=1920&h=1080,AAPL,CNBC,The retailer's insiders picked up shares near the end of a rough year.,https://finnhub.io/api/news?id=d3ebc4ab6e8ae0638217e897365d17ab820c6c0e838a8304cb24a51a084df286
company,1767170782,"Big Promises, Bigger Fails: Meta's Cringe Demo, Apple's Misfires, GPT-5's Letdown And The Cloud Outages That Made Headlines In 2025",138674102,https://cdn.benzinga.com/files/images/story/2025/12/31/Finger-On-Delete-Button--Woman-Working-A.jpeg?width=2048&height=1536,AAPL,Benzinga,"Big Tech&#39;s biggest players, including Meta, Apple and OpenAI, stumbled in 2025 as botched live demos, unpopular product decisions, an underwhelming GPT-5 launch and massive cloud outages exposed growing gaps between industry hype and real-world execution.",https://finnhub.io/api/news?id=d16c3607e7c0072f31bd56df59535427bb6693487183a2cd87f28d77ea6ced98
company,1767166281,Down But Not Out: 5 AI Laggards From 2025 That Could Explode In 2026,138402461,https://cdn.benzinga.com/files/images/story/2025/12/31/Stock-Market-Candlestick-Graph-Combine-W.jpeg?width=2048&height=1536,AAPL,Benzinga,"After a year dominated by mega-cap winners and AI bellwethers, several notable stocks were left behind in 2025, which are quietly positioning themselves to lead in the new year, at valuations that are still reasonable relative to their industry counterparts.",https://finnhub.io/api/news?id=7d7768db75aa4c125cbba672b5580ca5fa886dea43fa3399edc2273525efd75b
company,1767164441,Apple misses on AI in 2025,137949930,https://image.cnbcfm.com/api/v1/image/108246987-17671814471767181445-43258161362-1080pnbcnews.jpg?v=1767181446&w=1920&h=1080,AAPL,CNBC,CNBC’s Steve Kovach joins ‘Squawk Box’ to discuss Apple’s AI missteps this year and the challenges ahead next year.,https://finnhub.io/api/news?id=388e41005cedf3c213ee3bc0656533f82351b5d50bb57cf70a63f0cd92131b3a
company,1767161085,Warren Buffett’s exit leaves open question: Who runs Berkshire’s $300 billion equity portfolio?,137949931,https://image.cnbcfm.com/api/v1/image/108140431-1746279550221-untitled-371-238.jpg?v=1746280383&w=1920&h=1080,AAPL,CNBC,"With no obvious successor possessing a comparable record in public equities, some analysts say Berkshire may ultimately scale back active stock selection.",https://finnhub.io/api/news?id=dd50dce4dd36d4bb592db186d300e3ec253715a5d4edbfe375167ac95b9bef4b
company,1767157218,Trump Mobile delays plan to launch gold-coloured smartphone this year,137950028,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Trump Mobile, the phone company launched by the Trump Organization, has delayed plans to ship its gold-coloured smartphone by the end of this...",https://finnhub.io/api/news?id=4da91b44320a920cfb5c156eff9048d88ac99751adf26fd7b1b1ff9b201db854
company,1767152256,TSMC says started mass production of 'most advanced' 2nm chips,137950029,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Taiwanese tech titan TSMC has started mass producing its cutting-edge 2-nanometre semiconductor chips, the company said in a statement seen by AFP on Wednesday.""TSMC's 2nm (N2) technology has started volume production in 4Q25 as planned,"" TSMC said in an undated statement on its website.",https://finnhub.io/api/news?id=fd2a58e1420824a5331e6b9f7f877148d150d457ce889ec70f6040cbb39d07e5
company,1767149913,Warren Buffett's Last Day At Berkshire Hathaway: Here's A Look At The Oracle of Omaha's Final Score Card After 55 Years At The Helm,138694097,https://cdn.benzinga.com/files/images/story/2025/12/31/Warren-Buffett-Is-A-Billionaire-Investor.jpeg?width=2048&height=1536,AAPL,Benzinga,"On the final trading day of the year, legendary investor Warren Buffett is set to close one of the most remarkable leadership chapters in corporate history, marking his last day as chief executive of Berkshire Hathaway Inc. (NYSE: BRK.A) (NYSE: BRK.B) after more than 55 years at the helm.",https://finnhub.io/api/news?id=01fd60b30e88fb86123522efbeb163565c54b05120d8fb6f37e8fb665df73334
company,1767136961,VIG May Be Poised To Outperform FDVV In 2026,137945783,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2244450943/image_2244450943.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Compare VIG vs. FDVV ETF performance and explore why Vanguard Dividend Appreciation Index Fund ETF Shares' (VIG) sector focus means 2026 upside.,https://finnhub.io/api/news?id=738e6ba07f0dbdd8905da82974a7cce56d62259f98ce3a74ceff2811f8920e9f
company,1767117946,The 76-Year-Old Reason Why Buffett Has Been Selling Apple,137943874,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple (NASDAQ:AAPL) has practically been the Apple of Warren Buffett’s eye as he has held it as his top investment year after year, for over a decade. However, Buffett has shed well over half of his AAPL holdings in the past two years. Over the course of these past two years, Buffett has only had ... The 76-Year-Old Reason Why Buffett Has Been Selling Apple",https://finnhub.io/api/news?id=ad0b03612b6b2c9e508798fc128b061a1d38d199b427b0fa09a3dd024ad440df
company,1767115762,Alphabet Stock is Starting to Get Cheap Again After Dipping in December,137943875,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Even after slipping mildly to end the year, shares of Alphabet (NASDAQ:GOOGL) are poised to close off 2025 as the most magnificent performer of the Magnificent Seven, with gains of around 65%. Undoubtedly, it really was Alphabet’s year, with Google Gemini making massive strides in the AI race, growing its userbase at an impressive pace ... Alphabet Stock is Starting to Get Cheap Again After Dipping in December",https://finnhub.io/api/news?id=a20d57347aba6422dffae0019ca4720c227c44549be80364c53b49275dae26bb
company,1767114514,EXCLUSIVE: Benzinga Readers Picked This Magnificent 7 Stock To Be 2025's Winner — Were They Right?,138447795,https://cdn.benzinga.com/files/images/story/2025/12/30/Benzinga-dall-e.png?width=2048&height=1536,AAPL,Benzinga,Benzinga readers picked their top Magnificent Seven stock for 2025 back in November 2024. Were they right?,https://finnhub.io/api/news?id=e5c660fe00d8c44e4b6ae23eaa2ac41a36a2ddc7013a0c9c03b13619382cb977
company,1767113633,Why Apple Might Attract More of an AI Multiple in 2026,137943876,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Shares of Apple (NASDAQ:AAPL) certainly aren’t going for cheap, even after a near-5% December dip, now going for around 33.0 times forward price-to-earnings (P/E). And while Apple Intelligence hasn’t blown away iPhone users quite yet, Apple’s biggest splash in the AI waters is just months away. Of course, perhaps investors are right to wait and ... Why Apple Might Attract More of an AI Multiple in 2026",https://finnhub.io/api/news?id=223e893d25d69a0211db304f8d9fb5ab20e63baa3e80e9d8ba17bf7cafa5e7af
company,1767113617,Apple CEO Tim Cook Just Bought $3 Million of Nike Stock. Should You Load Up on NKE Too?,137943877,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Nike looks like a selective buy rather than an “all‑in” trade after Tim Cook’s nearly 3 million dollar purchase, with insider confidence, innovative bets, and a 25%+ upside to analyst targets offset by weak earnings and a still‑rich multiple versus the sector.",https://finnhub.io/api/news?id=87ce778defd200a76684cc50febdb148bb9a666503b30f1cde76dabf2975a7e0
company,1767113324,"Apple is an Analyst Favorite, But AAPL Stock Has Been Flat - Shorting Puts Is the Best Play",137943878,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Shorting out-of-the-money (OTM) put options in Apple stock has clearly been the best play, as AAPL has been trading in a range over the last month. Their price target is over 5% higher, but my price target is $325, 19% above today's price.",https://finnhub.io/api/news?id=bc2c330e051bd8d7e8860b8b6a80f93c31ac97ab8f96447d4f50d8e92fb84980
company,1767113176,Apple needs to deliver an AI-charged Siri so good it gets older iPhone users to upgrade,137949932,https://image.cnbcfm.com/api/v1/image/108196256-17574384612025-09-09t171736z_980751173_rc2hoga11g2b_rtrmadp_0_apple-event.jpeg?v=1767135523&w=1920&h=1080,AAPL,CNBC,Apple has one more chance to get AI right after its failure in 2025.,https://finnhub.io/api/news?id=34f568fb293a7f17e5789630ca5ae23bf5f223c43950c1caba3237f7e0a644b5
company,1767113014,"Apple's iPhone Market Share Rises in China, Still Below Prior Peaks",137941861,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Barclays flags stronger iPhone 17 demand but continued competition from local brands.,https://finnhub.io/api/news?id=0cff33ea4eb1f6c3f053672bba17e9cf5846cf4b0dff198169840fdf9099c943
company,1767112788,Microsoft Seen With 30% Upside in 2026 as AI Growth Accelerates,137941862,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Wall Street expects further gains as Azure growth and AI investment fuel optimism.,https://finnhub.io/api/news?id=d1ef610a8c48e2bfb633fb652b3c766e70afb75594e3338dd418d8dacc68bf44
company,1767112740,The Stocks I’d Buy For Goldman’s 2026 Forecast,137941863,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Goldman Sachs (NYSE:GS) just unveiled its 2026 Investment Outlook, and it’s definitely worth a read if you’re looking to ring in the new year right. Undoubtedly, forward-looking forecasts are not to be taken as gospel. However, as a guide, they can offer a ton of value, especially for those who aren’t quite sure how the ... The Stocks I’d Buy For Goldman’s 2026 Forecast",https://finnhub.io/api/news?id=81e852253f8b8a5aa54dd903ae4a25feb75d8c891fabe976747a3ef94d958d68
company,1767112124,Warren Buffett Is About to Retire. Should You Dump Your Berkshire Hathaway (BRK-B) Stock?,137941864,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"He’s the Oracle of Omaha and, quite possibly, the greatest living investor. Warren Buffett, the CEO of Berkshire Hathaway (NYSE:BRK-B), has rewarded Berkshire’s loyal shareholders with outstanding returns based on his value-focused stock portfolio. However, at age 95, Buffett surely knows that he can’t stay at the helm of Berkshire Hathaway forever. Thus, Buffett is about ... Warren Buffett Is About to Retire. Should You Dump Your Berkshire Hathaway (BRK-B) Stock?",https://finnhub.io/api/news?id=4f30e149965cae99fa06833dfefeaf80b2061b2dc2f48fd8c94448302bb0460e
company,1767110409,Samsung’s First Trifold Phone Is Expensive and Half-Baked,137941865,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Samsung Electronics Co. became the first major player in 2019 to get in on the trend, and has kept at it since, releasing four new folding phones in 2025 alone, most recently the Galaxy Z TriFold.  Trifolds are an emerging subcategory of foldables, first attempted by Huawei Technologies Co. last year, that can take the form of both a smartphone and a widescreen tablet that’s well suited for watching videos.",https://finnhub.io/api/news?id=316ac623c8589ee09d41403906cbd1acbca2cbb77e755b7d34ccf9d4ee6c307b
company,1767110138,Apple: Don't Expect Much Growth Here,137944142,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/458990823/image_458990823.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Discover why Appleâs high valuation and lack of growth make it a risky investment. Learn why you may want to reconsider buying Apple stock today. Click to read.,https://finnhub.io/api/news?id=f90e2b2b1cec3335b2791a8e78ac4dc3b78dd7a1d13f2e64b001667f05060e3d
company,1767107409,Is This Warren Buffett’s Final Warning About the S&P 500?,137941866,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Tomorrow marks Warren Buffett’s final day as CEO of Berkshire Hathaway (NYSE:BRK-A)(NYSE:BRK-B), ending a tenure spanning six decades that turned a struggling textile company into a $1 trillion conglomerate. At age 95, Buffett will step down, with Greg Abel taking over as CEO on Jan. 1, while Buffett remains chairman. As he exits daily investment ... Is This Warren Buffett’s Final Warning About the S&P 500?",https://finnhub.io/api/news?id=b6cc7a8a0196374a03dc5233182a662a9d1b1ea24fdcc07991ecb47cd086cc63
company,1767106830,"With the legendary Warren Buffett stepping back, Berkshire Hathaway enters a new era",137940100,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Greg Abel faces the challenge of taking over Berkshire Hathaway from the legendary Warren Buffettthis week.  Many regard Buffett as the world's greatest investor after he grew Berkshire from a struggling New England textile mill that he starting buying up for $7.60 a share in 1962, to the massive conglomerate it is today with shares that go for more than $750,000 a pop.  Buffett's personal fortune of Berkshire stock is worth roughly $150 billion even after giving more than $60 billion away over the past 20 years.",https://finnhub.io/api/news?id=c59cd68b4b6cf9acd4f4dfcb5739039a418bdb8aae7bdc184296871548159015
company,1767106800,The Real Reasons Warren Buffett Is Selling Apple Stock Fast,137941867,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Warren Buffett took a big swing investing in Apple and it paid off big time. Now, he's hedging his bets and the reasons why couldn't be clearer.",https://finnhub.io/api/news?id=90cf684c534fe92e28b9da41ec01d50be6a85c8e07abb338bf8ff80c5f141fb9
company,1767105000,Medical Care Technologies Inc. Updates Corporate Website to Highlight Accelerated Global Strategy for AI Mobile Applications,137940102,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"MESA, ARIZONA / ACCESS Newswire / December 30, 2025 / Medical Care Technologies Inc. (OTC Pink:MDCE) today announced that it has updated its corporate website, www.medicalcaretechnologies.com, to feature the Company's newly launched expedited approach ...",https://finnhub.io/api/news?id=59b46c50d3a8c3168c95f758c6d666a6ba67032c99ea40b2c925f6c9c58b6fcd
company,1767104404,Warren Buffett is retiring — here's what his favorite indicator reveals about the stock market,137940103,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Here's one more check in with Warren Buffett's favorite investing indicator.,https://finnhub.io/api/news?id=8ac379de7183dc1dfa9ebdaa540420db265188f712a3b1a7483a3ca35e31759e
company,1767103320,Tuttle Capital Management Launches the Tuttle Capital Magnificent 7 Income Blast ETF (MAGO),137940083,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Greenwich, Connecticut--(Newsfile Corp. - December 30, 2025) - Tuttle Capital Management, a leading provider of thematic and alternatives ETFs, today announced the launch of the Tuttle Capital Magnificent 7 Income Blast ETF (CBOE: MAGO), now trading on the CBOE.MAGO is an actively managed exchange-traded fund that seeks to provide current income and exposure to the equity performance of the ""Magnificent 7"" - Alphabet, Amazon, Apple, Meta Platforms, Microsoft, NVIDIA, and Tesla - using an...",https://finnhub.io/api/news?id=1edb6e0bf86205f83507e4b40222c65d640c59580dd840d7f74f01fc33da8bf8
company,1767103202,Apple Inc. (AAPL) Is a Trending Stock: Facts to Know Before Betting on It,137941868,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple (AAPL) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://finnhub.io/api/news?id=57be03b68db00d1077ac75258ad93c19a3ade7606684f454a9cb253db7a1304e
company,1767102102,Beyond Nvidia: Dan Ives Names Top AI Stocks For 2026,138903398,https://cdn.benzinga.com/files/images/story/2025/12/30/Tesla-Inc-.jpeg?width=2048&height=1536,AAPL,Benzinga,"Wall Street is bullish on AI beyond 2025, Wedbush analyst Dan Ives says investors should focus on AI ripple effect winners.",https://finnhub.io/api/news?id=1b57cc18e98bd8dd2d29b42ed129a1a4595a31b18d29c64a33c30a91a2da24b8
company,1767100423,BNY Mellon’s Large Cap ETF Popped 40% on a Nonstop Run,137940087,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"When a large-cap ETF with zero fees climbs 40% in eight months, investors notice. The BNY Mellon US Large Cap Core Equity ETF (NYSEARCA:BKLC) surged from $94 per share in early April 2025 to around $131.70 today with few significant pullbacks. What BKLC Actually Does BKLC tracks the Solactive GBS United States 500 Index, a ... BNY Mellon’s Large Cap ETF Popped 40% on a Nonstop Run",https://finnhub.io/api/news?id=996edaf89ed79912eb373b7f83ea0f2b2d41c514fb4860055027836a24dba035
company,1767099600,"Revises Down 2026 Global Notebook Shipments to a 5.4% YoY Decline; Apple and Lenovo Demonstrate Resilience on Supply-Chain and Scale Advantages, Says TrendForce",137940106,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"TrendForce's recent findings show that, amid a sluggish economic recovery and cautious consumer spending, surging memory prices are squeezing notebook brands' profit margins and pricing freedom. Consequently, TrendForce has reduced its 2026 global projection for notebook shipments to a 5.4% YoY decrease, totaling around 173 million units. This shift indicates a more conservative approach by brands toward inventory management, promotions, and product setups in response to increasing cost pressure",https://finnhub.io/api/news?id=7c28c2566a3095e5dbcc37030c4f215befea9817a11b1e07359dee74d3c347f9
company,1767097778,Microsoft and Palantir Lead Wedbush's Top AI Picks for 2026,137940088,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,These Tech Names Could Ride the Next AI Wave,https://finnhub.io/api/news?id=bf08af7136708ef65d7d6d6fc6735cd1c6aa9dfe37a25eaa2742ce40ee471149
company,1767093600,"The Zacks Analyst Blog Highlights Apple, Cisco Systems and IBM",137940108,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple leads Zacks' top research picks as strong Services growth, AI expansion and iPhone momentum shape the outlook.",https://finnhub.io/api/news?id=fc20f878f7e9945124bd00353e66e52094bf0dc64e3464d570066c2391a797ae
company,1767091808,Tech giants accused of snooping on radio listeners,137940109,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Tech giants have been accused of using smart speakers to snoop on radio listeners in a bid to improve their own streaming services.,https://finnhub.io/api/news?id=9c226cfe60c51af984a40a15e570b1e4d0d0eff9df964072781dce388661ed08
